ano,clube,origem,fonte_1,fonte_2,conferido_jogo_a_jogo,nota
2022,Brusque,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,CSA,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Chapecoense,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Criciúma,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Cruzeiro,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Grêmio,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Ituano,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Londrina,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Novorizontino,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Náutico,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Operário-PR,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Sampaio Corrêa,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Sport,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Tombense,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2022,Vasco,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2022,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2021: 38
2023,ABC,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 0, B 0, C 1; poucos jogos no ano anterior (base so guarda partidas contra/dos clubes da B)"
2023,Atlético-GO,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 14, B 0, C 0"
2023,Avaí,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 38, B 0, C 0"
2023,Botafogo-SP,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 0, B 0, C 25"
2023,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Ceará,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 38, B 0, C 0"
2023,Chapecoense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Criciúma,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Ituano,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Juventude,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 38, B 0, C 0"
2023,Londrina,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 37, C 0"
2023,Mirassol,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 0, B 0, C 3; poucos jogos no ano anterior (base so guarda partidas contra/dos clubes da B)"
2023,Novorizontino,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Sampaio Corrêa,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Sport,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Tombense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 37, C 0"
2023,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2022: A 0, B 38, C 0"
2023,Vitória,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2023_-_S%C3%A9rie_B (Participantes, coluna Em 2022)",https://en.wikipedia.org/wiki/2023_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2022: A 0, B 0, C 1; poucos jogos no ano anterior (base so guarda partidas contra/dos clubes da B)"
2024,Amazonas,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 0, B 0, C 3; poucos jogos no ano anterior (base so guarda partidas contra/dos clubes da B)"
2024,América-MG,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 38, B 0, C 0"
2024,Avaí,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Botafogo-SP,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Brusque,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 0, B 0, C 7"
2024,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Ceará,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Chapecoense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Coritiba,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 8, B 0, C 0"
2024,Goiás,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 38, B 0, C 0"
2024,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Ituano,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Mirassol,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Novorizontino,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Operário-PR,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 0, B 0, C 24"
2024,Paysandu,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 0, B 0, C 3; poucos jogos no ano anterior (base so guarda partidas contra/dos clubes da B)"
2024,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Santos,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2023: A 8, B 0, C 0; tambem na tabela final da Serie A 2023 (pt.wikipedia, 17o, 'Rebaixados a Serie B de 2024')"
2024,Sport,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2024,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2024_-_S%C3%A9rie_B (Participantes, coluna Em 2023)",https://en.wikipedia.org/wiki/2024_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2023: A 0, B 38, C 0"
2025,Amazonas,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,América-MG,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Athletic,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 0, B 0, C 22"
2025,Athletico-PR,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 10, B 0, C 0"
2025,Atlético-GO,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 38, B 0, C 0"
2025,Avaí,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Botafogo-SP,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Chapecoense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 37, C 0"
2025,Coritiba,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Criciúma,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 38, B 0, C 0"
2025,Cuiabá,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 38, B 0, C 0"
2025,Ferroviária,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 0, B 0, C 8"
2025,Goiás,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Novorizontino,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Operário-PR,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 37, C 0"
2025,Paysandu,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Remo,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 0, B 0, C 6"
2025,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: estava na B; jogos 2024: A 0, B 38, C 0"
2025,Volta Redonda,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2025_-_S%C3%A9rie_B (Participantes, coluna Em 2024)",https://en.wikipedia.org/wiki/2025_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,"CSV t-1: nao estava na B; jogos 2024: A 0, B 0, C 8"
